timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1,-34.596.214.294.433.500,-6.603.208.065.032.950,10.342.950.820.922.800,SAL,0,4.167.314.529.418.940,14.828.481.674.194.300,522.725.248.336.792,3.059.999.942.779.540,13.019.999.504.089.300,12.539.999.961.853.000
2,-5.736.267.852.783.200,19.297.266.006.469.700,10.563.218.116.760.200,SAL,0,-2.960.369.825.363.150,8.646.751.403.808.590,-8.939.699.172.973.630,20.399.999.618.530.200,13.739.999.771.118.100,10.319.999.694.824.200
2,23.032.219.409.942.600,-30.095.114.707.946.700,18.770.540.952.682.400,SAL,0,1.652.225.136.756.890,-29.928.605.556.488.000,7.084.008.455.276.480,9.599.999.785.423.270,1.565.999.984.741.210,8.579.999.923.706.050
2,-7.103.596.210.479.730,12.042.834.281.921.300,14.405.911.445.617.600,SAL,0,8.831.042.051.315.300,2.455.434.560.775.750,17.060.210.704.803.400,11.999.999.731.779.000,15.960.000.038.146.900,9.479.999.542.236.320
3,3.203.441.858.291.620,-7.287.950.038.909.910,27.748.796.939.849.800,SAL,0,-30.296.120.643.615.700,-20.245.351.791.381.800,2.996.056.318.283.080,24.600.000.381.469.700,1.565.999.984.741.210,9
3,4.850.652.694.702.140,-8.609.549.522.399.900,18.315.643.072.128.200,SAL,0,36.005.938.053.131.100,13.353.090.286.254.800,48.117.995.262.146,38.999.998.569.488.500,14.039.999.961.853.000,9.119.999.885.559.080
3,3.256.114.423.274.990,-17.597.382.068.634.000,-71.921.820.640.563.900,SAL,0,-7.297.061.681.747.430,13.550.163.507.461.500,-22.098.910.808.563.200,8.279.999.732.971.190,12.960.000.038.146.900,7.980.000.019.073.480
3,42.760.443.687.438.900,-7.833.827.972.412.100,26.336.219.906.806.900,SAL,0,39.468.047.618.865.900,-2.469.283.103.942.870,13.752.564.191.818.200,7.859.999.656.677.240,1.265.999.984.741.210,9.179.999.351.501.460
4,-784.508.056.640.625,28.309.040.069.580.000,14.137.761.116.027.800,SAL,0,-15.733.956.098.556.500,30.647.659.301.757.800,-3.973.968.982.696.530,5.639.999.866.485.590,13.920.000.076.293.900,9.239.999.771.118.160
4,31.292.216.777.801.500,-37.924.153.804.779.000,-13.024.457.693.099.900,SAL,0,8.255.799.859.762.190,-15.659.387.409.687.000,5.017.395.615.577.690,5.099.999.904.632.560,14.399.999.618.530.200,9.899.999.618.530.270
4,3.670.311.212.539.670,-18.076.223.134.994.500,-9.576.806.798.577.300,SAL,0,5.342.833.995.819.090,3.990.480.661.392.210,2.855.973.958.969.110,5.460.000.038.146.970,14.039.999.961.853.000,10.380.000.114.440.900
5,-2.346.317.619.085.310,-8.099.584.579.467.770,27.054.479.122.161.800,SAL,0,-1.883.387.565.612.790,12.101.404.666.900.600,1.055.677.056.312.560,5.819.999.694.824.210,14.219.999.313.354.400,8.760.000.228.881.830
5,8.851.364.135.742.180,-9.368.511.199.951.170,11.408.370.971.679.600,SAL,0,-32.874.062.061.309.800,-5.488.775.253.295.890,2.708.967.447.280.880,4.799.999.713.897.700,14.219.999.313.354.400,8.699.999.809.265.130
5,-28.570.009.231.567.300,2.552.458.381.652.830,8.564.059.257.507.320,SAL,0,-5.063.201.904.296.870,23.425.164.222.717.200,-9.970.875.382.423.400,587.999.963.760.376,13.079.999.923.706.000,9.719.999.313.354.490
6,7.371.747.016.906.730,-860.236.644.744.873,-3.797.203.779.220.580,SAL,0,-9.709.885.716.438.290,-4.699.946.880.340.570,38.488.004.207.611.000,25.199.999.809.265.100,134.399.995.803.833,10.619.999.885.559.000
6,29.017.724.990.844.700,-5.303.156.852.722.160,7.977.479.934.692.380,SAL,0,26.152.241.230.010.900,42.962.117.195.129.300,4.035.754.203.796.380,-17.999.999.225.139.600,1.475.999.927.520.750,9.300.000.190.734.860
6,-784.508.056.640.625,4.311.957.359.313.960,-18.282.123.565.673.800,SAL,0,-21.624.869.108.200.000,-3.419.498.801.231.380,-2.669.020.175.933.830,22.200.000.286.102.200,1.475.999.927.520.750,9.359.999.656.677.240
7,18.052.281.141.281.100,-4.711.789.131.164.550,31.268.274.784.088.100,SAL,0,-10.226.538.181.304.900,-3.210.707.187.652.580,10.519.486.665.725.700,-1.5,14.219.999.313.354.400,12
7,42.616.790.533.065.700,-222.660.756.111.145,13.340.492.248.535.100,SAL,0,-5.795.038.938.522.330,1.808.286.428.451.530,2.688.727.378.845.210,-20.399.999.618.530.200,14.519.999.504.089.300,1.134.000.015.258.780
7,-7.118.679.809.570.310,27.741.615.295.410.100,763.989.782.333.374,SAL,0,13.624.732.494.354.200,2.259.958.505.630.490,-37.987.329.959.869.300,7.199.999.690.055.840,14.880.000.114.440.900,104.399.995.803.833
8,2.736.572.504.043.570,-9.318.233.489.990.230,3.280.056.416.988.370,SAL,0,-198.298.978.805.542,3.515.372.574.329.370,-13.145.363.330.841.000,17.999.999.523.162.800,14.399.999.618.530.200,11.519.999.504.089.300
8,30.837.318.897.247.300,-4.050.989.151.000.970,36.104.562.282.562.200,SAL,0,2.922.553.062.438.960,16.793.893.575.668.300,50.365.705.490.112.300,38.399.999.141.693.100,14.460.000.038.146.900,10.619.999.885.559.000
8,-694.557.876.586.914,2.825.397.491.455.070,19.045.873.641.967.700,SAL,0,-2.404.834.508.895.870,16.607.472.896.575.900,-7.359.379.291.534.420,34.800.000.190.734.800,14.219.999.313.354.400,10.619.999.885.559.000
9,4.158.728.122.711.180,-957.441.234.588.623,631.829.833.984.375,SAL,0,-2.892.725.706.100.460,-14.008.227.586.746.200,-10.471.549.034.118.600,2.879.999.876.022.330,14.039.999.961.853.000,12.359.999.656.677.200
9,35.242.648.124.694.800,-4.649.539.470.672.600,516.429.328.918.457,SAL,0,2.454.369.306.564.330,36.346.824.169.158.900,5.808.887.004.852.290,4.139.999.866.485.590,14.219.999.313.354.400,11.219.999.313.354.400
0,-18.602.946.996.688.800,5.717.353.820.800.780,7.017.405.033.111.570,SEN,0,-37.950.046.062.469.400,-6.838.997.602.462.760,-7.204.916.000.366.210,15,4.440.000.057.220.450,16.440.000.534.057.600
0,-13.287.819.623.947.100,15.298.948.287.963.800,8.403.648.376.464.840,SEN,0,-28.091.022.968.292.200,-13.502.227.067.947.300,1.051.416.039.466.850,13.859.999.656.677.200,25.199.999.809.265.100,16.920.000.076.293.900
0,12.042.834.758.758.500,-31.866.824.626.922.600,10.271.124.839.782.700,SEN,0,1.092.961.311.340.330,15.797.871.351.242.000,3.200.054.407.119.750,12.239.999.771.118.100,-39.599.997.997.283.900,14.219.999.313.354.400
0,22.026.655.077.934.200,-8.255.207.061.767.570,12.042.834.281.921.300,SEN,0,-4.821.386.814.117.430,25.619.609.355.926.500,16.106.798.648.834.200,7.859.999.656.677.240,-11.579.999.923.706.000,1.134.000.015.258.780
1,-4.627.991.676.330.560,-5.456.385.612.487.790,4.355.052.947.998.040,SEN,0,-7.297.061.383.724.210,-11.281.150.579.452.500,-6.428.871.154.785.150,13.199.999.332.427.900,-16.079.999.923.706.000,5.099.999.904.632.560
1,-14.101.848.602.294.900,-8.662.221.908.569.330,1.033.098.030.090.330,SEN,0,-5.198.490.619.659.420,-14.775.217.771.530.100,-13.608.753.681.182.800,-16.200.000.047.683.700,-17.219.999.313.354.400,-20.999.999.046.325.600
1,1.070.208.191.871.640,13.862.427.473.068.200,6.665.457.725.524.900,SEN,0,2.274.339.646.100.990,-6.668.555.736.541.740,10.146.644.115.447.900,-13.799.999.952.316.200,-17.579.999.923.706.000,-35.999.998.450.279.200
2,-17.956.513.166.427.600,-2.671.929.121.017.450,10.144.232.749.938.900,SEN,0,25.763.421.058.654.700,-3.254.382.908.344.260,-35.846.149.921.417.200,-39.599.997.997.283.900,-1.781.999.969.482.420,4.019.999.980.926.510
2,-1.965.639.591.217.040,6.991.068.720.817.560,8.485.051.155.090.330,SEN,0,5.933.523.178.100.580,6.077.333.688.735.960,-37.657.099.962.234.400,-6.299.999.713.897.700,-17.279.998.779.296.800,809.999.942.779.541
2,-14.772.224.426.269.500,-356.017.804.145.813,7.273.584.842.681.880,SEN,0,-12.463.594.675.064.000,-1.113.201.379.776.000,39.148.467.779.159.500,-4.259.999.752.044.670,-16.559.999.465.942.300,10.619.999.885.559.000
3,-12.114.660.739.898.600,-186.508.309.841.156,10.955.866.813.659.600,SEN,0,-4.671.184.718.608.850,-422.377.347.946.167,-41.385.525.465.011.500,-38.399.999.141.693.100,-16.799.999.237.060.500,9.420.000.076.293.940
3,-10.654.197.931.289.600,-26.815.059.781.074.500,9.655.815.124.511.710,SEN,0,-24.660.871.922.969.800,-5.885.586.142.539.970,21.252.025.663.852.600,-4.380.000.114.440.910,-17.100.000.381.469.700,9
3,9.624.691.009.521.480,7.038.952.708.244.320,73.238.630.294.799.800,SEN,0,6.061.354.875.564.570,27.590.349.316.596.900,7.238.472.104.072.570,-38.399.999.141.693.100,-15.839.999.198.913.500,10.979.999.542.236.300
4,-21.380.221.843.719.400,16.496.049.165.725.700,10.807.426.452.636.700,SEN,0,-19.654.129.445.552.800,-17.949.706.315.994.200,41.545.313.596.725.400,-4.259.999.752.044.670,-149.399.995.803.833,1.284.000.015.258.780
4,6.248.866.319.656.370,9.840.168.952.941.890,9.473.855.972.290.030,SEN,0,-3.755.057.156.085.960,-1.112.668.752.670.280,4.314.320.981.502.530,-4.259.999.752.044.670,-14.519.999.504.089.300,14.039.999.961.853.000
4,-49.799.394.607.543.900,11.037.269.830.703.700,8.738.836.288.452.140,SEN,0,8.096.009.492.874.140,1.022.653.877.735.130,649.811.327.457.428,-3.240.000.009.536.740,-14.699.999.809.265.100,1.434.000.015.258.780
5,-14.867.992.401.123.000,993.593.692.779.541,9.746.794.700.622.550,SEN,0,-16.298.545.897.006.900,32.330.775.260.925.200,7.456.851.005.554.190,-3.119.999.885.559.080,-15.119.999.885.559.000,1.434.000.015.258.780
5,-5.554.547.905.921.930,7.972.691.655.158.990,9.399.636.268.615.720,SEN,0,8.309.062.570.333.480,16.298.545.897.006.900,9.960.222.989.320.750,-34.800.000.190.734.800,-14.819.999.694.824.200,13.979.999.542.236.300
5,-10.438.719.987.869.200,7.015.010.714.530.940,966.539.192.199.707,SEN,0,-884.169.489.145.279,-8.681.905.269.622.800,-1.597.896.683.961.150,-3.299.999.952.316.280,-15,13.920.000.076.293.900
6,-9.169.792.532.920.830,9.097.966.551.780.700,96.989.107.131.958,SEN,0,16.511.598.601.937.200,8.522.115.647.792.810,41.545.312.851.667.400,-3,-15.839.999.198.913.500,14.039.999.961.853.000
6,-8.595.184.087.753.290,9.313.444.495.201.110,9.514.557.838.439.940,SEN,0,27.164.243.161.678.300,29.294.772.073.626.500,-29.294.772.073.626.500,-2.819.999.933.242.790,-15.479.999.542.236.300,13.859.999.656.677.200
6,2.849.099.934.101.100,31.603.461.503.982.500,1.002.452.278.137.200,SEN,0,4.687.163.606.286.040,-4.687.163.606.286.040,-1.438.106.968.998.900,-26.399.998.664.855.900,-14.880.000.114.440.900,1.325.999.927.520.750
6,-2.992.752.194.404.600,5.746.083.855.628.960,975.637.149.810.791,SEN,0,-4.314.320.906.996.720,-5.965.480.953.454.970,0,-25.799.999.237.060.500,-15.059.999.465.942.300,12.719.999.313.354.400
7,-5.650.315.880.775.450,751.779.317.855.835,9.746.794.700.622.550,SEN,0,1.065.264.455.974.100,5.965.480.953.454.970,-29.827.404.767.274.800,-3.240.000.009.536.740,-15.479.999.542.236.300,13.139.999.389.648.400
7,-1.843.535.304.069.510,5.554.547.905.921.930,8.971.074.104.309.080,SEN,0,-9.054.748.341.441.150,-29.827.404.767.274.800,1.065.264.455.974.100,-3.179.999.828.338.620,-15.719.999.313.354.400,13.199.999.809.265.100
7,-4.405.331.015.586.850,5.554.547.905.921.930,9.610.325.813.293.450,SEN,0,55.393.751.710.653.300,10.120.011.866.092.600,-9.054.748.341.441.150,-293.999.981.880.188,-15.299.999.237.060.500,13.139.999.389.648.400
8,-36.152.446.269.989.000,6.320.692.300.796.500,9.710.882.186.889.640,SEN,0,3.195.793.181.657.790,-6.072.007.492.184.630,532.632.227.987.051,-2.879.999.876.022.330,-1.475.999.927.520.750,13.139.999.389.648.400
8,90.979.665.517.807,6.200.982.332.229.610,9.543.288.230.895.990,SEN,0,1.906.823.366.880.410,-788.295.716.047.287,5.060.006.305.575.370,-23.999.998.569.488.500,-15.299.999.237.060.500,13.139.999.389.648.400
0,-9.816.227.108.240.120,769.735.860.824.585,5.631.162.166.595.450,CA,0,2.130.528.911.948.200,2.556.634.694.337.840,-33.555.831.760.168.000,-2.879.999.876.022.330,-6.299.999.713.897.700,24.420.000.076.293.900
0,9.241.618.514.060.970,14.772.224.426.269.500,3.892.971.992.492.670,CA,0,-27.409.255.504.608.100,5.198.490.619.659.420,-2.721.750.736.236.570,-17.999.999.523.162.800,-7.019.999.980.926.510,23.219.999.313.354.400
1,-21.116.859.912.872.300,-27.557.260.990.142.800,14.647.726.058.959.900,CA,0,-13.938.984.870.910.600,-5.938.849.449.157.710,7.957.525.253.295.890,35.999.998.450.279.200,-12.359.999.656.677.200,1.835.999.870.300.290
1,-44.723.687.171.936.000,-37.421.371.936.798.000,6.382.941.722.869.870,CA,0,9.475.527.405.738.830,2.175.802.707.672.110,12.852.416.038.513.100,18.600.000.143.051.100,-17.520.000.457.763.600,12.479.999.542.236.300
1,-6.119.579.315.185.540,8.619.126.081.466.670,9.440.337.181.091.300,CA,0,6.013.417.840.003.960,9.134.642.481.803.890,-14.961.639.642.715.400,-14.399.999.380.111.600,-17.940.000.534.057.600,10.5
2,-5.233.725.070.953.360,-10.845.733.880.996.700,45.250.412.821.769.700,CA,0,10.418.286.323.547.300,19.425.097.703.933.700,-7.217.166.423.797.600,-5.400.000.095.367.430,-16.079.999.923.706.000,13.380.000.114.440.900
2,-11.441.889.762.878.400,-31.435.868.740.081.700,29.879.636.764.526.300,CA,0,-291.616.153.717.041,30.306.774.377.822.800,-13.385.047.912.597.600,-7.139.999.866.485.590,-13.5,15.479.999.542.236.300
2,-13.187.262.535.095.200,-5.841.852.426.528.930,18.770.540.952.682.400,CA,0,-1.175.519.347.190.850,-2.679.139.971.733.090,-11.488.877.534.866.300,-6.539.999.961.853.020,-15.420.000.076.293.900,9.539.999.961.853.020
3,-10.769.119.262.695.300,-39.049.429.893.493.600,-13.862.427.473.068.200,CA,0,28.437.235.355.377.100,51.292.484.998.703,1.838.646.411.895.750,-4.019.999.980.926.510,-16.739.999.771.118.100,2.700.000.047.683.710
3,-7.927.201.747.894.280,-4.242.525.577.545.160,-2.123.656.988.143.920,CA,0,-42.344.263.195.991.500,24.447.819.590.568.500,27.110.978.960.990.900,-3.359.999.895.095.820,-13.319.999.694.824.200,12.599.999.904.632.500
3,-9.279.925.346.374.510,-19.345.149.993.896.400,19.153.613.597.154.600,CA,0,-17.113.473.415.374.700,-4.074.636.399.745.940,-20.405.139.923.095.700,-2.759.999.990.463.250,-17.940.000.534.057.600,11.999.999.731.779.000
3,-10.541.669.845.581.000,-2.298.433.631.658.550,-16.759.412.363.171.500,CA,0,2.087.918.370.962.140,-14.008.226.990.699.700,5.992.112.755.775.450,809.999.942.779.541,-2.303.999.900.817.870,-10.979.999.542.236.300
4,-6.485.892.295.837.400,-4.752.490.520.477.290,-13.431.471.586.227.400,CA,0,5.651.227.831.840.510,-30.892.670.154.571.500,2.633.866.310.119.620,10.260.000.228.881.800,-21.239.999.771.118.100,-1.115.999.984.741.210
4,-10.390.835.762.023.900,-8.489.839.553.833.000,-16.687.586.307.525.600,CA,0,-22.024.343.013.763.400,-6.950.850.486.755.370,-2.792.590.856.552.120,-521.999.979.019.165,-17.639.999.389.648.400,5.399.999.618.530.270
4,-1.348.414.421.081.540,-39.600.095.748.901.300,1.604.115.068.912.500,CA,0,-1.920.139.193.534.850,836.232.602.596.283,-6.604.639.887.809.750,-7.019.999.980.926.510,-1.631.999.969.482.420,9.599.999.785.423.270
5,-11.097.125.053.405.700,-4.616.020.679.473.870,-4.314.351.558.685.300,CA,0,16.511.598.601.937.200,-91.452.956.199.646,2.434.661.865.234.370,-29.999.998.211.860.600,-1.781.999.969.482.420,-20.999.999.046.325.600
5,-6.464.344.501.495.360,-71.921.820.640.563.900,-65.050.458.908.081.000,CA,0,649.811.327.457.428,7.046.724.557.876.580,3.675.162.419.676.780,-4.920.000.076.293.940,-14.819.999.694.824.200,-12.599.999.904.632.500
5,-1.020.887.565.612.790,-35.865.142.345.428.400,-3.447.650.372.982.020,CA,0,-192.546.546.459.198,-12.133.362.293.243.400,-25.864.620.208.740.200,-10.859.999.656.677.200,-11.460.000.038.146.900,10.199.999.809.265.100
6,-8.015.787.124.633.780,-1.702.277.421.951.290,3.488.351.821.899.410,CA,0,-21.204.090.118.408.200,-27.750.139.236.450.100,30.184.268.951.416.000,-5.400.000.095.367.430,-12.179.999.351.501.400,-7.199.999.690.055.840
6,-10.287.884.712.219.200,-6.157.886.981.964.110,5.578.489.899.635.310,CA,0,25.672.873.854.637.100,-2.275.937.557.220.450,3.364.105.224.609.370,-293.999.981.880.188,-12.119.999.885.559.000,-3.359.999.895.095.820
6,-733.583.402.633.667,455.616.569.519.043,6.871.358.871.459.960,CA,0,-9.044.095.277.786.250,-4.037.352.204.322.810,-12.809.804.677.963.200,-10.139.999.389.648.400,-10.979.999.542.236.300,5.399.999.618.530.270
7,-7.371.747.016.906.730,48.051.629.066.467.200,18.698.714.971.542.300,CA,0,1.726.793.646.812.430,52.197.959.274.053.500,-38.669.100.403.785.700,-14.519.999.504.089.300,-12.719.999.313.354.400,9.239.999.771.118.160
7,-6.627.150.535.583.490,2.425.326.347.351.070,13.072.341.680.526.700,CA,0,10.519.486.665.725.700,-204.797.101.020.813,19.552.929.401.397.700,-14.399.999.618.530.200,-10.859.999.656.677.200,15.839.999.198.913.500
7,-4.927.267.074.584.960,5.592.854.976.654.050,38.546.648.621.559.100,CA,0,7.526.093.125.343.320,30.466.562.509.536.700,-6.034.722.924.232.480,-9.719.999.313.354.490,-1.5,17.760.000.228.881.800
8,-3.804.386.615.753.170,70.341.644.287.109.300,6.030.993.938.446.040,CA,0,6.695.187.091.827.390,-5.603.290.796.279.900,-48.948.901.891.708.300,-38.999.998.569.488.500,5.819.999.694.824.210,1.619.999.885.559.080
8,-30.119.056.701.660.100,30.190.882.682.800.200,11.492.168.426.513.600,CA,0,15.611.450.672.149.600,-20.687.434.673.309.300,-12.474.247.217.178.300,-20.399.999.618.530.200,5.099.999.904.632.560,14.819.999.694.824.200
8,-5.243.301.868.438.720,4.867.412.090.301.510,4.850.652.694.702.140,CA,0,17.704.695.463.180.500,-12.373.046.875,-19.094.865.322.113.000,11.399.999.856.948.800,4.980.000.019.073.480,12.239.999.771.118.100
9,-9.351.752.281.188.960,4.771.644.115.447.990,7.541.735.172.271.720,CA,0,19.174.760.580.062.800,11.265.171.766.281.100,-1.927.596.092.224.120,3,8.519.999.504.089.350,9.059.999.465.942.380
0,-26.384.103.298.187.200,49.799.394.607.543.900,8.248.024.940.490.720,TRO,0,6.135.923.266.410.820,-16.298.545.897.006.900,1.161.138.266.324.990,-10.799.999.237.060.500,-10.380.000.114.440.900,20.219.999.313.354.400
0,-21.715.409.755.706.700,4.383.783.340.454.100,4.304.774.761.199.950,TRO,0,-3.941.478.431.224.820,3.153.182.864.189.140,37.657.099.962.234.400,-11.399.999.856.948.800,-10.380.000.114.440.900,20.279.998.779.296.800
0,3.469.198.226.928.710,-6.033.388.137.817.380,15.921.441.078.186.000,TRO,0,-14.743.260.145.187.300,-9.550.095.796.585.080,-31.265.512.108.802.700,-11.999.999.284.744.200,-12.899.999.618.530.200,1.769.999.885.559.080
1,-569.819.986.820.221,-2.255.337.953.567.500,-7.738.059.997.558.590,TRO,0,4.179.564.952.850.340,3.453.587.293.624.870,3.020.024.597.644.800,13.799.999.952.316.200,-16.260.000.228.881.800,12.899.999.618.530.200
1,11.834.539.413.452.100,-35.913.026.332.855.200,10.022.128.105.163.500,TRO,0,-13.145.363.330.841.000,20.090.887.546.539.300,21.433.119.773.864.700,-25.199.999.809.265.100,-1.259.999.942.779.540,13.920.000.076.293.900
1,39.025.487.899.780.200,-12.050.017.356.872.500,-10.860.098.838.806.100,TRO,0,8.949.286.460.876.460,-15.632.755.756.378.100,7.344.998.717.308.040,-12.779.999.732.971.100,-7.799.999.713.897.700,13.920.000.076.293.900
2,-7.812.280.178.070.060,7.752.425.193.786.620,15.792.154.312.133.700,TRO,0,-831.225.872.039.795,-15.307.849.645.614.600,-21.949.775.218.963.600,-1.415.999.984.741.210,-20.399.999.618.530.200,13.679.999.351.501.400
2,-16.922.218.322.753.900,-26.336.219.161.748.800,16.400.281.190.872.100,TRO,0,-34.716.968.536.376.900,-6.033.125.400.543.210,18.652.780.055.999.700,-14.460.000.038.146.900,-3.299.999.952.316.280,8.579.999.923.706.050
2,-3.531.208.038.330.070,2.011.847.686.767.570,13.785.813.331.604.000,TRO,0,-546.480.655.670.166,2.081.526.756.286.620,-6.016.080.856.323.240,-149.399.995.803.833,-6.179.999.828.338.620,7.559.999.942.779.540
3,-29.209.262.132.644.600,21.040.245.056.152.300,9.823.410.034.179.680,TRO,0,-2.459.162.950.515.740,-7.446.198.463.439.940,9.038.769.006.729.120,-1.284.000.015.258.780,-6.420.000.076.293.940,11.219.999.313.354.400
3,-6.105.214.357.376.090,-11.741.165.161.132.800,-7.074.865.818.023.680,TRO,0,-3.190.467.059.612.270,12.069.445.848.464.900,-1.163.268.804.550.170,-12,-959.999.942.779.541,7.139.999.866.485.590
3,4.908.113.479.614.250,12.018.892.765.045.100,13.958.195.447.921.700,TRO,0,-4.873.584.806.919.090,3.556.917.905.807.490,1.328.917.384.147.640,-11.880.000.114.440.900,-9.239.999.771.118.160,4.380.000.114.440.910
3,6.959.944.248.199.460,-11.887.211.799.621.500,-13.323.732.376.098.600,TRO,0,6.438.991.069.793.700,-19.739.350.080.490.100,3.304.450.273.513.790,-13.5,-8.639.999.389.648.430,-14.399.999.380.111.600
4,-15.021.221.160.888.600,9.947.908.401.489.250,2.193.328.094.482.420,TRO,0,-6.834.204.196.929.930,-5.677.859.783.172.600,-4.344.681.262.969.970,-15.479.999.542.236.300,-20.399.999.618.530.200,-2.700.000.047.683.710
4,-5.051.286.697.387.690,11.346.121.788.024.900,4.914.338.302.612.300,TRO,0,-6.301.571.846.008.300,-5.300.223.350.524.900,2.345.712.423.324.580,-16.799.999.237.060.500,-5.399.999.618.530.270,-4.380.000.114.440.910
4,-14.264.654.159.545.800,-28.993.782.997.131.300,-6.847.416.758.537.290,TRO,0,-15.872.440.338.134.700,4.055.461.883.544.920,-4.975.317.478.179.930,-1.734.000.015.258.780,18.600.000.143.051.100,-2.879.999.876.022.330
